ident,type,name,iata_code
KHFF,small_airport,Mackall Army Air Field,HFF
KHFJ,small_airport,Monett Regional Airport,
KHFY,small_airport,Indy South Greenwood Airport,
KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,HGR
KHHF,small_airport,Hemphill County Airport,
KHHG,small_airport,Huntington Municipal Airport,
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,HHR
KHHW,small_airport,Stan Stamper Municipal Airport,HUJ
KHIB,medium_airport,Range Regional Airport,HIB
KHIE,small_airport,Mount Washington Regional Airport,HIE
KHIF,medium_airport,Hill Air Force Base,HIF
KHIG,small_airport,Higginsville Industrial Municipal Airport,
KHII,medium_airport,Lake Havasu City International Airport,HII
KHIO,medium_airport,Portland Hillsboro Airport,HIO
KHJH,small_airport,Hebron Municipal Airport,
KHJO,small_airport,Hanford Municipal Airport,
KHKA,small_airport,Blytheville Municipal Airport,HKA
KHKS,small_airport,Hawkins Field,HKS
KHKY,medium_airport,Hickory Regional Airport,HKY
KHLB,small_airport,Hillenbrand Industries Airport,HLB
KHLC,small_airport,Hill City Municipal Airport,HLC
KHLG,medium_airport,Wheeling Ohio County Airport,HLG
KHLM,small_airport,Park Township Airport,HLM
KHLN,medium_airport,Helena Regional Airport,HLN
KHLX,small_airport,Twin County Airport,
KHMN,medium_airport,Holloman Air Force Base,HMN
KHMT,small_airport,Hemet Ryan Airport,HMT
KHMZ,small_airport,Bedford County Airport,
KHNB,small_airport,Huntingburg Airport,HNB
KHND,small_airport,Henderson Executive Airport,HSH
KHNR,small_airport,Harlan Municipal Airport,
KHNZ,small_airport,Henderson Oxford Airport,
KHOB,medium_airport,Lea County Regional Airport,HOB
KHOC,small_airport,Highland County Airport,
KHOE,small_airport,Homerville Airport,
KHON,medium_airport,Huron Regional Airport,HON
KHOP,medium_airport,Campbell Army Airfield (Fort Campbell),HOP
KHOT,medium_airport,Memorial Field Airport,HOT
KHOU,medium_airport,William P Hobby Airport,HOU
KHPN,medium_airport,Westchester County Airport,HPN
KHPT,small_airport,Hampton Municipal Airport,HPT
KHPY,small_airport,Baytown Airport,HPY
KHQG,small_airport,Hugoton Municipal Airport,
KHQM,medium_airport,Bowerman Airport,HQM
KHQU,small_airport,Thomson-McDuffie County Airport,
KHQZ,small_airport,Mesquite Metro Airport,
KHRI,small_airport,Hermiston Municipal Airport,HES
KHRJ,small_airport,Harnett Regional Jetport Airport,
KHRL,medium_airport,Valley International Airport,HRL
KHRO,medium_airport,Boone County Airport,HRO
KHRT,medium_airport,Hurlburt Field,
KHRU,small_airport,Herington Regional Airport,
KHRX,small_airport,Hereford Municipal Airport,
KHSA,small_airport,Stennis International Airport,
KHSB,small_airport,Harrisburg-Raleigh Airport,HSB
KHSD,small_airport,Sundance Airpark,
KHSE,small_airport,Billy Mitchell Airport,HNC
KHSG,small_airport,Hot Springs County Airport,THP
KHSI,small_airport,Hastings Municipal Airport,HSI
KHSP,small_airport,Ingalls Field,HSP
KHSR,small_airport,Hot Springs Municipal Airport,
KHST,medium_airport,Homestead ARB Airport,HST
KHSV,medium_airport,Huntsville International Carl T Jones Field,HSV
KHTH,small_airport,Hawthorne Industrial Airport,HTH
KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,HTL
KHTO,small_airport,Town of East Hampton Airport,HTO
KHTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,HTS
KHTW,small_airport,Lawrence County Airpark,HTW
KHUA,medium_airport,Redstone Army Air Field,HUA
KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",HUF
KHUL,medium_airport,Houlton International Airport,HUL
KHUM,small_airport,Houma Terrebonne Airport,HUM
KHUT,medium_airport,Hutchinson Municipal Airport,HUT
KHVC,small_airport,Hopkinsville Christian County Airport,
KHVE,small_airport,Hanksville Airport,HVE
KHVN,medium_airport,Tweed New Haven Airport,HVN
KHVR,medium_airport,Havre City County Airport,HVR
KHVS,small_airport,Hartsville Regional Airport,HVS
KHWD,small_airport,Hayward Executive Airport,HWD
KHWO,small_airport,North Perry Airport,HWO
KHWQ,small_airport,Wheatland County At Harlowton Airport,
KHWV,small_airport,Brookhaven Calabro Airport,WSH
KHWY,small_airport,Warrenton Fauquier Airport,
KHXD,small_airport,Hilton Head Airport,HHH
KHXF,small_airport,Hartford Municipal Airport,
KHYA,medium_airport,Cape Cod Gateway Airport,HYA
KHYI,medium_airport,San Marcos Regional Airport,
KHYR,medium_airport,Sawyer County Airport,HYR
KHYS,medium_airport,Hays Regional Airport,HYS
KHYW,small_airport,Conway Horry County Airport,
KHYX,small_airport,Saginaw County H.W. Browne Airport,
KHZD,small_airport,Carroll County Airport,
KHZE,small_airport,Mercer County Regional Airport,
KHZL,small_airport,Hazleton Municipal Airport,HZL
KHZR,small_airport,False River Regional Airport,
KHZX,small_airport,Isedor Iverson Airport,
KHZY,medium_airport,Northeast Ohio Regional Airport,JFN
KI06,small_airport,City of Tulia-Swisher County Municipal Airport,
KI10,small_airport,Noble County Airport,
KI12,small_airport,Sidney Municipal Airport,
KI16,small_airport,Kee Field,
KI17,small_airport,Piqua Airport-Hartzell Field,
KI18,small_airport,Jackson County Airport,
KI22,small_airport,Randolph County Airport,
KI23,small_airport,Fayette County Airport,
KI34,small_airport,Greensburg Municipal Airport,
KI35,small_airport,Tucker Guthrie Memorial Airport,
KI39,medium_airport,Central Kentucky Regional Airport,
KI40,small_airport,Richard Downing Airport,
KI43,small_airport,James A Rhodes Airport,
KI50,small_airport,Stanton Airport,
KI53,small_airport,Liberty-Casey County Airport,
KI54,small_airport,Mad River Airpark,
KI58,small_airport,Santa Rosa Route 66 Airport,
KI63,small_airport,Mount Sterling Municipal Airport,
KI64,small_airport,Wakeman Airport,
KI66,small_airport,Clinton County Airport,
KI67,small_airport,Cincinnati West Airport,
KI68,small_airport,Warren County Airport/John Lane Field,
KI69,small_airport,Clermont County Airport,
KI71,small_airport,Morgan County Regional Airport,
KI73,small_airport,Moraine Air Park,
KI74,small_airport,Grimes Field,
KI75,small_airport,Osceola Municipal Airport,
KI76,small_airport,Peru Municipal Airport,
KI86,small_airport,Perry County Airport,
KI93,small_airport,Breckinridge County Airport,
KI95,small_airport,Hardin County Airport,
KIAB,medium_airport,McConnell Air Force Base,IAB
KIAD,large_airport,Washington Dulles International Airport,IAD
KIAG,medium_airport,Niagara Falls International Airport,IAG
KIAH,large_airport,George Bush Intercontinental Houston Airport,IAH
KIBM,small_airport,Kimball Municipal Robert E Arraj Field,
KICL,small_airport,Schenck Field,ICL
KICR,small_airport,Winner Regional Airport,
KICT,medium_airport,Wichita Eisenhower National Airport,ICT
KIDA,medium_airport,Idaho Falls Regional Airport,IDA
KIDG,small_airport,Ida Grove Municipal Airport,
KIDI,small_airport,Indiana County–Jimmy Stewart Airport,IDI
KIDL,small_airport,Indianola Municipal Airport,
KIDP,small_airport,Independence Municipal Airport,IDP
KIEN,small_airport,Pine Ridge Airport,XPR
KIER,small_airport,Natchitoches Regional Airport,
KIFA,small_airport,Iowa Falls Municipal Airport,IFA
KIFP,medium_airport,Laughlin Bullhead International Airport,IFP
KIGM,medium_airport,Kingman Airport,IGM
KIGQ,small_airport,Lansing Municipal Airport,
KIIB,small_airport,Independence Municipal Airport,
KIIY,small_airport,Washington Wilkes County Airport,
KIJD,small_airport,Windham Airport,
KIJX,small_airport,Jacksonville Municipal Airport,
KIKG,small_airport,Kleberg County Airport,
KIKK,medium_airport,Greater Kankakee Airport,IKK
KIKV,small_airport,Ankeny Regional Airport,
KIL,small_airport,Kilwa Airport,KIL
KILE,small_airport,Skylark Field,ILE
KILG,medium_airport,New Castle Airport,ILG
KILM,medium_airport,Wilmington International Airport,ILM
KILN,medium_airport,Wilmington Airpark,ILN
KIML,small_airport,Imperial Municipal Airport,IML
KIMM,small_airport,Immokalee Regional Airport,IMM
KIMS,small_airport,Madison Municipal Airport,MDN
KIMT,small_airport,Ford Airport,IMT
KIND,large_airport,Indianapolis International Airport,IND
KINF,small_airport,Inverness Airport,
KINJ,small_airport,Hillsboro Municipal Airport,
KINK,medium_airport,Winkler County Airport,INK
KINL,medium_airport,Falls International Airport,INL
KINS,small_airport,Creech Air Force Base,INS
KINT,medium_airport,Smith Reynolds Airport,INT
KINW,medium_airport,Winslow Lindbergh Regional Airport,INW
KIOB,small_airport,Mount Sterling Montgomery County Airport,
KIOW,small_airport,Iowa City Municipal Airport,IOW
KIPJ,small_airport,Lincolnton Lincoln County Regional Airport,
KIPL,medium_airport,Imperial County Airport,IPL
KIPT,medium_airport,Williamsport Regional Airport,IPT
KIQ,small_airport,Kira Airport,KIQ
KIRK,medium_airport,Kirksville Regional Airport,IRK
KIRS,small_airport,Kirsch Municipal Airport,IRS
KISB,small_airport,Sibley Municipal Airport,
KISM,medium_airport,Kissimmee Gateway Airport,ISM
KISO,medium_airport,Kinston Regional Jetport At Stallings Field,ISO
KISP,medium_airport,Long Island Mac Arthur Airport,ISP
KISQ,small_airport,Schoolcraft County Airport,ISQ
KISW,small_airport,Alexander Field South Wood County Airport,ISW
KITH,medium_airport,Ithaca Tompkins Regional Airport,ITH
KITR,small_airport,Kit Carson County Airport,
KIWA,medium_airport,Phoenix–Mesa Gateway Airport,AZA
KIWD,small_airport,Gogebic Iron County Airport,IWD
KIWH,small_airport,Wabash Municipal Airport,
KIWI,small_airport,Wiscasset Airport,ISS
KIWS,small_airport,West Houston Airport,IWS
KIXA,small_airport,Halifax-Northampton Regional Airport,
KIXD,small_airport,New Century AirCenter Airport,JCI
KIYK,small_airport,Inyokern Airport,IYK
KIZA,small_airport,Santa Ynez Airport,SQA
KIZG,small_airport,Eastern Slopes Regional Airport,FRY
KJAC,medium_airport,Jackson Hole Airport,JAC
KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,JAN
KJAS,small_airport,Jasper County Airport Bell Field,JAS
KJAU,small_airport,Colonel Tommy C Stiner Airfield,
KJAX,large_airport,Jacksonville International Airport,JAX
KJBR,medium_airport,Jonesboro Municipal Airport,JBR
KJCT,medium_airport,Kimble County Airport,JCT
KJDD,small_airport,Wood County Airport - Collins Field,
KJDN,small_airport,Jordan Airport,JDN
KJEF,small_airport,Jefferson City Memorial Airport,JEF
KJER,small_airport,Jerome County Airport,
KJES,small_airport,Jesup Wayne County Airport,
KJFK,large_airport,John F Kennedy International Airport,JFK
KJFX,small_airport,Walker County Airport Bevill Field,
KJFZ,small_airport,Tazewell County Airport,
KJGG,small_airport,Williamsburg Jamestown Airport,
KJHW,medium_airport,Chautauqua County-Jamestown Airport,JHW
KJKA,small_airport,Jack Edwards National Airport,GUF
KJKJ,small_airport,Moorhead Municipal Airport,
KJKL,medium_airport,Julian Carroll Airport,
KJLN,medium_airport,Joplin Regional Airport,JLN
KJMR,small_airport,Mora Municipal Airport,
KJMS,medium_airport,Jamestown Regional Airport,JMS
KJNX,small_airport,Johnston County Airport,
KJOT,small_airport,Joliet Regional Airport,JOT
KJQF,medium_airport,Concord-Padgett Regional Airport,USA
KJSO,small_airport,Cherokee County Airport,JKV
KJST,medium_airport,John Murtha Johnstown Cambria County Airport,JST
KJSV,small_airport,Sallisaw Municipal Airport,
KJVL,small_airport,Southern Wisconsin Regional Airport,JVL
KJVY,small_airport,Clark Regional Airport,
KJWG,small_airport,Watonga Regional Airport,
KJWN,small_airport,John C Tune Airport,
KJWY,small_airport,Mid-Way Regional Airport,
KJX,small_airport,Blang Pidie Airport,KJX
KJXI,small_airport,Fox Stephens Field Gilmer Municipal Airport,
KJXN,medium_airport,Jackson County Airport/Reynolds Field,JXN
KJYG,small_airport,St James Municipal Airport,
KJYL,small_airport,Plantation Airpark,
KJYM,small_airport,Hillsdale Municipal Airport,
KJYO,small_airport,Leesburg Executive Airport,
KJYR,small_airport,York Municipal Airport,
KJZI,small_airport,Charleston Executive Airport,
KJZP,small_airport,Pickens County Airport,
KK02,small_airport,Perryville Regional Airport,
KK06,small_airport,Greater Beardstown Airport,
KK09,small_airport,Piseco Airport,
KK15,small_airport,Grand Glaize Osage Beach Airport,
KK16,small_airport,Becks Grove Airport,
KK19,small_airport,Albany Municipal Airport,
KK20,small_airport,Wendell H Ford Airport,
KK22,small_airport,Big Sandy Regional Airport,
KK24,small_airport,Russell County Airport,
KK32,small_airport,Riverside Airport,
KK33,small_airport,Salem Memorial Airport,
KK38,small_airport,Washington County Memorial Airport,
KK39,small_airport,St Clair Regional Airport,
KK44,small_airport,Beaver Municipal Airport,
KK49,small_airport,Texhoma Municipal Airport,
KK51,small_airport,Medicine Lodge Airport,
KK52,small_airport,Captain Ben Smith Airfield - Monroe City Airport,
KK57,small_airport,Gould Peterson Municipal Airport,
KK58,small_airport,Harold Krier Field,
KK59,small_airport,Amelia Earhart Airport,
KK61,small_airport,Moritz Memorial Airport,
KK62,small_airport,Gene Snyder Airport,
KK74,small_airport,Hamry Field,
KK75,small_airport,Osborne Municipal Airport,
KK77,small_airport,Freedom Municipal Airport,
KK79,small_airport,Jetmore Municipal Airport,
KK81,small_airport,Miami County Airport,
KK82,small_airport,Smith Center Municipal Airport,
KK83,small_airport,Sabetha Municipal Airport,
KK88,small_airport,Allen County Airport,
KK89,small_airport,Macon Fowler Memorial Airport,
KK94,small_airport,Rush County Airport,
KKIC,small_airport,Mesa Del Rey Airport,KIC
KKLS,medium_airport,Southwest Washington Regional Airport,KLS
KKNB,small_airport,Kanab Municipal Airport,
KKU,small_airport,Ekuk Airport,KKU
KL00,small_airport,Rosamond Skypark Airport,
KL04,small_airport,Holtville Airport,
KL05,small_airport,Kern Valley Airport,
KL06,small_airport,Furnace Creek Airport,DTH
KL08,small_airport,Borrego Valley Airport,BXS
KL09,small_airport,Stovepipe Wells Airport,
KL17,small_airport,Taft Kern County Airport,
KL19,small_airport,Wasco Kern County Airport,
KL22,small_airport,Yucca Valley Airport,
KL23,small_airport,Pahute Mesa Airstrip,
KL26,small_airport,Hesperia Airport,
KL31,small_airport,St. Tammany Regional Airport,
KL32,small_airport,Jonesville Airport,
KL33,small_airport,Tensas Parish Airport,
KL35,small_airport,Big Bear City Airport,RBF
KL38,small_airport,Louisiana Regional Airport,
KL39,small_airport,Leesville Airport,
KL41,small_airport,Marble Canyon Airport,
KL45,medium_airport,Bakersfield International Airport,
KL62,small_airport,Elk Hills Buttonwillow Airport,
KL64,small_airport,Desert Center Airport,
KL65,small_airport,Perris Valley Airport,
KL66,small_airport,Pollock Municipal Airport,
KL70,small_airport,Agua Dulce Airpark,
KL71,small_airport,California City Municipal Airport,
KL72,small_airport,Trona Airport,TRH
KL73,small_airport,Poso Kern County Airport,
KL77,small_airport,Chiriaco Summit Airport,
KL83,small_airport,Thibodaux Municipal Airport,
KL88,small_airport,New Cuyama Airport,
KL94,small_airport,Mountain Valley Airport,
KLAA,medium_airport,Southeast Colorado Regional Airport,LAA
KLAF,medium_airport,Purdue University Airport,LAF
KLAL,medium_airport,Lakeland Linder International Airport,LAL
KLAM,small_airport,Los Alamos Airport,LAM
KLAN,medium_airport,Capital City Airport,LAN
KLAR,medium_airport,Laramie Regional Airport,LAR
KLAS,large_airport,Harry Reid International Airport,LAS
KLAW,medium_airport,Lawton Fort Sill Regional Airport,LAW
KLAX,large_airport,Los Angeles International Airport,LAX
KLBB,medium_airport,Lubbock Preston Smith International Airport,LBB
KLBE,medium_airport,Arnold Palmer Regional Airport,LBE
KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,LBF
KLBL,medium_airport,Liberal Mid-America Regional Airport,LBL
KLBO,small_airport,Floyd W. Jones Lebanon Airport,
KLBR,small_airport,Clarksville Red River City-J D Trissell Field,
KLBT,medium_airport,Lumberton Regional Airport,LBT
KLBX,medium_airport,Texas Gulf Coast Regional Airport,LJN
KLCG,small_airport,Wayne Municipal Airport/Stan Morris Field,
KLCH,medium_airport,Lake Charles Regional Airport,LCH
KLCI,small_airport,Laconia Municipal Airport,LCI
KLCK,medium_airport,Rickenbacker International Airport,LCK
KLCQ,small_airport,Lake City Gateway Airport,LCQ
KLDJ,small_airport,Linden Airport,LDJ
KLDM,small_airport,Mason County Airport,LDM
KLEB,medium_airport,Lebanon Municipal Airport,LEB
KLEE,medium_airport,Leesburg International Airport,LEE
KLEM,small_airport,Lemmon Municipal Airport,LEM
KLEW,small_airport,Auburn Lewiston Municipal Airport,LEW
KLEX,medium_airport,Blue Grass Airport,LEX
KLFI,medium_airport,Langley Air Force Base,LFI
KLFK,medium_airport,Angelina County Airport,LFK
KLFT,medium_airport,Lafayette Regional Airport,LFT
KLGA,large_airport,La Guardia Airport,LGA
KLGB,medium_airport,Long Beach Airport (Daugherty Field),LGB
KLGC,small_airport,LaGrange Callaway Airport,LGC
KLGD,small_airport,La Grande/Union County Airport,LGD
KLGF,small_airport,Laguna Army Airfield,LGF
KLGU,medium_airport,Logan-Cache Airport,LGU
KLHB,small_airport,Hearne Municipal Airport,
KLHM,small_airport,Lincoln Regional Karl Harder Field,
KLHQ,small_airport,Fairfield County Airport,
KLHV,small_airport,William T. Piper Memorial Airport,LHV
KLHW,small_airport,MidCoast Regional Airport at Wright Army Airfield,LIY
KLHX,small_airport,La Junta Municipal Airport,
KLHZ,small_airport,Triangle North Executive Airport,LFN
KLIC,small_airport,Limon Municipal Airport,LIC
KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,LIT
KLIU,small_airport,Littlefield Municipal Airport,
KLJF,small_airport,Litchfield Municipal Airport,
KLKP,small_airport,Lake Placid Airport,LKP
KLKR,small_airport,Lancaster County-Mc Whirter Field,
KLKU,small_airport,Louisa County Airport / Freeman Field,LOW
KLKV,small_airport,Lake County Airport,LKV
KLLJ,small_airport,Challis Airport,CHL
KLLN,small_airport,Levelland Municipal Airport,
KLLQ,medium_airport,Monticello Municipal Ellis Field,
KLLR,small_airport,Little River Airport,
KLLU,small_airport,Lamar Municipal Airport,
KLMO,small_airport,Vance Brand Airport,
KLMS,small_airport,Louisville Winston County Airport,LMS
KLMT,medium_airport,Crater Lake-Klamath Regional Airport,LMT
KLNA,small_airport,Palm Beach County Park Airport,LNA
KLNC,small_airport,Lancaster Airport,
KLND,medium_airport,Hunt Field,LND
KLNK,medium_airport,Lincoln Airport,LNK
KLNL,small_airport,Kings Land O' Lakes Airport,
KLNN,small_airport,Lake County Executive Airport,LNN
KLNP,small_airport,Lonesome Pine Airport,LNP
KLNR,small_airport,Tri-County Regional Airport,LNR
KLNS,medium_airport,Lancaster Airport,LNS
KLOL,medium_airport,Derby Field,LOL
KLOM,small_airport,Wings Field,BBX
KLOT,small_airport,Lewis University Airport,LOT
KLOU,medium_airport,Bowman Field,LOU
KLOZ,medium_airport,London-Corbin Airport/Magee Field,LOZ
KLPC,small_airport,Lompoc Airport,LPC
KLPR,small_airport,Lorain County Regional Airport,
KLQK,small_airport,Pickens County Airport,LQK
KLQR,small_airport,Larned Pawnee County Airport,
KLRD,medium_airport,Laredo International Airport,LRD
KLRF,medium_airport,Little Rock Air Force Base,LRF
KLRG,small_airport,Lincoln Regional Airport,
KLRJ,small_airport,Le Mars Municipal Airport,LRJ
KLRO,small_airport,Mount Pleasant Regional Airport Faison Field,
KLRU,medium_airport,Las Cruces International Airport,LRU
KLRY,small_airport,Lawrence Smith Memorial Airport,
KLSB,small_airport,Lordsburg Municipal Airport,LSB
KLSE,medium_airport,La Crosse Regional Airport,LSE
KLSF,medium_airport,Lawson Army Air Field,LSF
KLSK,small_airport,Lusk Municipal Airport,LSK
KLSN,small_airport,Los Banos Municipal Airport,LSN
KLSV,medium_airport,Nellis Air Force Base,LSV
KLTS,medium_airport,Altus Air Force Base,LTS
KLTY,small_airport,Liberty County Airport,
KLUD,small_airport,Decatur Municipal Airport,
KLUF,medium_airport,Luke Air Force Base,LUF
KLUG,small_airport,Ellington Airport,
KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,LUK
KLUL,small_airport,Hesler Noble Field,LUL
KLUM,small_airport,Menomonie Municipal Score Field,
KLUX,small_airport,Laurens County Airport,
KLVJ,small_airport,Pearland Regional Airport,
KLVK,small_airport,Livermore Municipal Airport,LVK
KLVL,small_airport,Brunswick Municipal Airport,LVL
KLVM,medium_airport,Mission Field,LVM
KLVN,small_airport,Airlake Airport,
KLVS,medium_airport,Las Vegas Municipal Airport,LVS
KLWA,small_airport,South Haven Area Regional Airport,
KLWB,medium_airport,Greenbrier Valley Airport,LWB
KLWC,small_airport,Lawrence Municipal Airport,LWC
KLWL,small_airport,Wells Municipal Airport/Harriet Field,LWL
KLWM,medium_airport,Lawrence Municipal Airport,LWM
KLWS,medium_airport,Lewiston Nez Perce County Airport,LWS
KLWT,medium_airport,Lewistown Municipal Airport,LWT
KLWV,small_airport,Lawrenceville Vincennes International Airport,LWV
KLXL,small_airport,Little Falls-Morrison County-Lindbergh field,
KLXN,small_airport,Jim Kelly Field,LXN
KLXT,small_airport,Lee's Summit Municipal Airport,
KLXV,small_airport,Lake County Airport,LXV
KLXY,small_airport,Mexia Limestone County Airport,
KLYH,medium_airport,Lynchburg Regional Airport - Preston Glenn Field,LYH
KLYO,small_airport,Lyons-Rice County Municipal Airport,LYO
KLYV,small_airport,Quentin Aanenson Field,
KLZD,small_airport,Danielson Airport,
KLZU,small_airport,Gwinnett County Briscoe Field,LZU
KLZZ,small_airport,Lampasas Airport,
KM01,small_airport,General Dewitt Spain Airport,
KM02,small_airport,Dickson Municipal Airport,
KM04,small_airport,Covington Municipal Airport,
KM05,small_airport,Caruthersville Memorial Airport,
KM08,small_airport,William L. Whitehurst Field,
KM11,small_airport,Copiah County Airport,
KM12,small_airport,Steele Municipal Airport,
KM13,small_airport,Poplarville Pearl River County Airport,PCU
KM15,small_airport,James Tucker Airport,
KM16,small_airport,John Bell Williams Airport,
KM17,small_airport,Bolivar Municipal Airport,
KM18,small_airport,Hope Municipal Airport,
KM19,small_airport,Newport Regional Airport,
KM20,small_airport,Grayson County Airport,
KM21,small_airport,Muhlenberg County Airport,
KM22,small_airport,Bill Pugh Field,
KM23,small_airport,James H Easom Field,
KM24,small_airport,Dean Griffin Memorial Airport,
KM25,small_airport,Mayfield Graves County Airport,
KM27,small_airport,Waldron Municipal Airport,
KM29,small_airport,Hassell Field,
KM30,small_airport,Metropolis Municipal Airport,
KM31,small_airport,Arnold Field,
KM32,small_airport,Lake Village Municipal Airport,
KM33,small_airport,Music City Executive Airport,
KM34,small_airport,Kentucky Dam State Park Airport,
KM36,small_airport,Frank Federer Memorial Airport,
KM37,small_airport,Ruleville Drew Airport,
KM40,small_airport,Monroe County Airport,
KM41,small_airport,Holly Springs Marshall County Airport,
KM43,small_airport,Prentiss Jefferson Davis County Airport,
KM44,small_airport,Houston Municipal Airport,
KM45,small_airport,Alpine County Airport,
KM46,small_airport,Colstrip Airport,
KM48,small_airport,Houston Memorial Airport,
KM50,small_airport,Boardman Airport,
KM51,small_airport,Oktibbeha Airport,
KM52,small_airport,Franklin Wilkins Airport,
KM53,small_airport,Humboldt Municipal Airport,
KM54,small_airport,Lebanon Municipal Airport,
KM55,small_airport,Lamar County Airport,
KM59,small_airport,Richton Perry County Airport,
KM60,small_airport,Woodruff County Airport,
KM66,small_airport,Alfred Schroeder Field,
KM70,small_airport,Pocahontas Municipal Airport,
KM71,small_airport,Greensfield Airport,
KM72,small_airport,New Albany Union County Airport,
KM73,small_airport,Almyra Municipal Airport,
KM75,small_airport,Malta Airport,MLK
KM77,small_airport,Howard County Airport,
KM78,small_airport,Malvern Municipal Airport,
KM79,small_airport,John H Hooks Jr Memorial Airport,
KM80,small_airport,Scott Airport,
KM83,small_airport,Mccharen Field,
KM85,small_airport,Gideon Memorial Airport,
KM89,small_airport,Dexter B Florence Memorial Field,
KM90,small_airport,William Robert Johnston Municipal Airport,
KM91,small_airport,Springfield Robertson County Airport,
KM93,small_airport,Houston County Airport,
KM94,small_airport,Desert Aire Regional Airport,
KM95,small_airport,Richard Arthur Field,
KMAC,small_airport,Macon Downtown Airport,MAC
KMAE,small_airport,Madera Municipal Airport,MAE
KMAF,medium_airport,Midland International Air and Space Port,MAF
KMAI,small_airport,Marianna Municipal Airport,
KMAL,small_airport,Malone Dufort Airport,
KMAO,small_airport,Marion County Airport,
KMAW,small_airport,Malden Regional Airport,MAW
KMB,small_airport,Koinambe Airport,KMB
KMBG,medium_airport,Mobridge Municipal Airport,MBG
KMBL,small_airport,Manistee County Blacker Airport,MBL
KMBO,small_airport,Bruce Campbell Field,DXE
KMBS,medium_airport,MBS International Airport,MBS
KMBT,small_airport,City of Murfreesboro Airport,
KMBY,small_airport,Omar N Bradley Airport,MBY
KMCB,medium_airport,McComb-Pike County Airport / John E Lewis Field,MCB
KMCC,medium_airport,McClellan Airfield,MCC
KMCD,small_airport,Mackinac Island Airport,MCD
KMCE,medium_airport,Merced Regional Macready Field,MCE
KMCF,medium_airport,MacDill Air Force Base,MCF
KMCI,large_airport,Kansas City International Airport,MCI
KMCK,medium_airport,McCook Ben Nelson Regional Airport,MCK
KMCN,medium_airport,Middle Georgia Regional Airport,MCN
KMCO,large_airport,Orlando International Airport,MCO
KMCW,medium_airport,Mason City Municipal Airport,MCW
KMCX,small_airport,White County Airport,
KMCZ,small_airport,Martin County Airport,
KMDD,small_airport,Midland Airpark,MDD
KMDF,small_airport,Mooreland Municipal Airport,
KMDH,medium_airport,Southern Illinois Airport,MDH
KMDQ,small_airport,Madison County Executive Airport-Tom Sharp Jr Field,
KMDS,small_airport,Madison Municipal Airport,XMD
KMDT,medium_airport,Harrisburg International Airport,MDT
KMDW,large_airport,Chicago Midway International Airport,MDW
KMDZ,small_airport,Taylor County Airport,MDF
KMEB,small_airport,Laurinburg Maxton Airport,MXE
KMEI,medium_airport,Key Field / Meridian Regional Airport,MEI
KMEJ,small_airport,Meade Municipal Airport,
KMEM,large_airport,Memphis International Airport,MEM
KMER,medium_airport,Castle Airport,MER
KMEV,small_airport,Minden-Tahoe Airport,MEV
KMEY,small_airport,James G. Whiting Memorial Field,
KMEZ,small_airport,Mena Intermountain Municipal Airport,UMZ
KMF,small_airport,Kamina Airport,KMF
KMFD,medium_airport,Mansfield Lahm Regional Airport,MFD
KMFE,medium_airport,McAllen Miller International Airport,MFE
KMFI,small_airport,Marshfield Municipal Airport,MFI
KMFR,medium_airport,Rogue Valley International Medford Airport,MFR
KMFV,small_airport,Accomack County Airport,MFV
KMGC,small_airport,Michigan City Municipal Airport,MGC
KMGE,medium_airport,Dobbins Air Reserve Base,MGE
KMGG,small_airport,Maple Lake Municipal Airport,
KMGJ,small_airport,Orange County Airport,MGJ
KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,MGM
KMGN,small_airport,Harbor Springs Airport,
KMGR,small_airport,Moultrie Municipal Airport,MGR
KMGW,medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,MGW
KMGY,small_airport,Dayton-Wright Brothers Airport,MGY
KMHE,small_airport,Mitchell Municipal Airport,MHE
KMHK,medium_airport,Manhattan Regional Airport,MHK
KMHL,small_airport,Marshall Memorial Municipal Airport,MHL
KMHP,small_airport,Metter Municipal Airport,
KMHR,medium_airport,Sacramento Mather Airport,MHR
KMHT,medium_airport,Manchester-Boston Regional Airport,MHT
KMHV,small_airport,Mojave Airport,MHV
KMIA,large_airport,Miami International Airport,MIA
KMIB,medium_airport,Minot Air Force Base,MIB
KMIC,small_airport,Crystal Airport,
KMIE,medium_airport,Delaware County Johnson Field,MIE
KMIO,small_airport,Miami Regional Airport,
KMIT,small_airport,Shafter Airport - Minter Field,MIT
KMIV,medium_airport,Millville Municipal Airport,MIV
KMIW,small_airport,Marshalltown Municipal Airport,
KMJD,small_airport,Picayune Municipal Airport,
KMJQ,small_airport,Jackson Municipal Airport,
KMJX,small_airport,Ocean County Airport,MJX
KMKA,small_airport,Miller Municipal Airport,
